;Tweets;Label;step01;tokens;tokens_perbaikan;Stop_removal;step02;ProcessedText
78;@yara60909 @DPR_RI Unfaedah itu subsidi mobil listrik, knp dia ga buat subsidi sembako saja ya;0;user user unfaedah itu subsidi mobil listrik knp dia ga buat subsidi sembako saja ya;['user', 'user', 'unfaedah', 'itu', 'subsidi', 'mobil', 'listrik', 'knp', 'dia', 'ga', 'buat', 'subsidi', 'sembako', 'saja', 'ya'];['user', 'user', 'unfaedah', 'itu', 'subsidi', 'mobil', 'listrik', 'mengapa', 'dia', 'tidak', 'buat', 'subsidi', 'sembako', 'saja', 'ya'];['user', 'user', 'unfaedah', 'subsidi', 'mobil', 'listrik', 'subsidi', 'sembako', 'ya'];user user unfaedah subsidi mobil listrik subsidi sembako ya;user user unfaedah subsidi mobil listrik subsidi sembako ya
79;RT @giginpraginanto: Perolehan pajak naik, proyek mercusuar berjaya, subsidi untuk para pejabat-pebisnis kendaraan listrik lancar. https://â¦;1;rt user perolehan pajak naik proyek mercusuar berjaya subsidi untuk para pejabat pebisnis kendaraan listrik lancar https;['rt', 'user', 'perolehan', 'pajak', 'naik', 'proyek', 'mercusuar', 'berjaya', 'subsidi', 'untuk', 'para', 'pejabat', 'pebisnis', 'kendaraan', 'listrik', 'lancar', 'https'];['rt', 'user', 'perolehan', 'pajak', 'naik', 'proyek', 'mercusuar', 'berjaya', 'subsidi', 'untuk', 'para', 'pejabat', 'pebisnis', 'kendaraan', 'listrik', 'lancar', 'https'];['rt', 'user', 'perolehan', 'pajak', 'proyek', 'mercusuar', 'berjaya', 'subsidi', 'pejabat', 'pebisnis', 'kendaraan', 'listrik', 'lancar', 'https'];rt user perolehan pajak proyek mercusuar berjaya subsidi pejabat pebisnis kendaraan listrik lancar https;rt user oleh pajak proyek mercusuar jaya subsidi jabat bisnis kendara listrik lancar https
80;Rakyat beli gas LPG 3kg ke pertamina memakai syarat membawa KTP. Subsidi bbm, pupuk, dll unt rakyat kecil dikurangiâ¦ https://t.co/w7X7KjFtqX;0;rakyat beli gas allcaps lpg allcaps 3 kg ke pertamina memakai syarat membawa allcaps ktp allcaps subsidi bbm pupuk dll unt rakyat kecil dikurangi cow7x7kjftqx;['rakyat', 'beli', 'gas', 'allcaps', 'lpg', 'allcaps', '3', 'kg', 'ke', 'pertamina', 'memakai', 'syarat', 'membawa', 'allcaps', 'ktp', 'allcaps', 'subsidi', 'bbm', 'pupuk', 'dll', 'unt', 'rakyat', 'kecil', 'dikurangi', 'cow7x7kjftqx'];['rakyat', 'beli', 'gas', 'allcaps', 'lpg', 'allcaps', '3', 'kg', 'ke', 'pertamina', 'memakai', 'syarat', 'membawa', 'allcaps', 'ktp', 'allcaps', 'subsidi', 'bbm', 'pupuk', 'dll', 'unt', 'rakyat', 'kecil', 'dikurangi', 'cow7x7kjftqx'];['rakyat', 'beli', 'gas', 'allcaps', 'lpg', 'allcaps', '3', 'kg', 'pertamina', 'memakai', 'syarat', 'membawa', 'allcaps', 'ktp', 'allcaps', 'subsidi', 'bbm', 'pupuk', 'dll', 'unt', 'rakyat', 'dikurangi', 'cow7x7kjftqx'];rakyat beli gas allcaps lpg allcaps 3 kg pertamina memakai syarat membawa allcaps ktp allcaps subsidi bbm pupuk dll unt rakyat dikurangi cow7x7kjftqx;rakyat beli gas allcaps lpg allcaps 3 kg pertamina pakai syarat bawa allcaps ktp allcaps subsidi bbm pupuk dll unt rakyat rang cow7x7kjftqx
81;RT @korantempo: Gagasan pemberian subsidi pembelian kendaraan listrik terganjal restu DPR karena belum masuk ke APBN 2023. Pemerintah jugaâ¦;0;rt user gagasan pemberian subsidi pembelian kendaraan listrik terganjal restu allcaps dpr allcaps karena belum masuk ke allcaps apbn allcaps number pemerintah juga;['rt', 'user', 'gagasan', 'pemberian', 'subsidi', 'pembelian', 'kendaraan', 'listrik', 'terganjal', 'restu', 'allcaps', 'dpr', 'allcaps', 'karena', 'belum', 'masuk', 'ke', 'allcaps', 'apbn', 'allcaps', 'number', 'pemerintah', 'juga'];['rt', 'user', 'gagasan', 'pemberian', 'subsidi', 'pembelian', 'kendaraan', 'listrik', 'terganjal', 'restu', 'allcaps', 'dpr', 'allcaps', 'karena', 'belum', 'masuk', 'ke', 'allcaps', 'apbn', 'allcaps', 'number', 'pemerintah', 'juga'];['rt', 'user', 'gagasan', 'pemberian', 'subsidi', 'pembelian', 'kendaraan', 'listrik', 'terganjal', 'restu', 'allcaps', 'dpr', 'allcaps', 'masuk', 'allcaps', 'apbn', 'allcaps', 'number', 'pemerintah'];rt user gagasan pemberian subsidi pembelian kendaraan listrik terganjal restu allcaps dpr allcaps masuk allcaps apbn allcaps number pemerintah;rt user gagas beri subsidi beli kendara listrik ganjal restu allcaps dpr allcaps masuk allcaps apbn allcaps number perintah
82;Buat mengantisipasi resesi di tahun depan, ekonom minta pemerintah buat mengkaji ulang rencana subsidi kendaraan listrik! â¡ï¸ #MorningVoice;0;buat mengantisipasi resesi di tahun depan ekonom minta pemerintah buat mengkaji ulang rencana subsidi kendaraan listrik hashtag morning voice hashtag;['buat', 'mengantisipasi', 'resesi', 'di', 'tahun', 'depan', 'ekonom', 'minta', 'pemerintah', 'buat', 'mengkaji', 'ulang', 'rencana', 'subsidi', 'kendaraan', 'listrik', 'hashtag', 'morning', 'voice', 'hashtag'];['buat', 'mengantisipasi', 'resesi', 'di', 'tahun', 'depan', 'ekonom', 'minta', 'pemerintah', 'buat', 'mengkaji', 'ulang', 'rencana', 'subsidi', 'kendaraan', 'listrik', 'hashtag', 'morning', 'voice', 'hashtag'];['mengantisipasi', 'resesi', 'ekonom', 'pemerintah', 'mengkaji', 'ulang', 'rencana', 'subsidi', 'kendaraan', 'listrik', 'hashtag', 'morning', 'voice', 'hashtag'];mengantisipasi resesi ekonom pemerintah mengkaji ulang rencana subsidi kendaraan listrik hashtag morning voice hashtag;antisipasi resesi ekonom perintah kaji ulang rencana subsidi kendara listrik hashtag morning voice hashtag
83;RT @korantempo: Rawan penyimpangan, rencana pemberian subsidi pembelian kendaraan listrik perlu dikaji ulang. Pemerintah seharusnya memperbâ¦;0;rt user rawan penyimpangan rencana pemberian subsidi pembelian kendaraan listrik perlu dikaji ulang pemerintah seharusnya memperb;['rt', 'user', 'rawan', 'penyimpangan', 'rencana', 'pemberian', 'subsidi', 'pembelian', 'kendaraan', 'listrik', 'perlu', 'dikaji', 'ulang', 'pemerintah', 'seharusnya', 'memperb'];['rt', 'user', 'rawan', 'penyimpangan', 'rencana', 'pemberian', 'subsidi', 'pembelian', 'kendaraan', 'listrik', 'perlu', 'dikaji', 'ulang', 'pemerintah', 'seharusnya', 'memperb'];['rt', 'user', 'rawan', 'penyimpangan', 'rencana', 'pemberian', 'subsidi', 'pembelian', 'kendaraan', 'listrik', 'dikaji', 'ulang', 'pemerintah', 'memperb'];rt user rawan penyimpangan rencana pemberian subsidi pembelian kendaraan listrik dikaji ulang pemerintah memperb;rt user rawan simpang rencana beri subsidi beli kendara listrik kaji ulang perintah memperb
84;"Beli Lpg ke pertamina pake KTP di 2023.
Subsidi gas,bbm dll unt rakyat kecil dikurangi dibatasi.Makin diketati aturâ¦ https://t.co/X66rYYLuMj";0;beli lpg ke pertamina pake allcaps ktp allcaps di number subsidi gas bbm dll unt rakyat kecil dikurangi dibatasi makin diketati atur cox66ryylumj;['beli', 'lpg', 'ke', 'pertamina', 'pake', 'allcaps', 'ktp', 'allcaps', 'di', 'number', 'subsidi', 'gas', 'bbm', 'dll', 'unt', 'rakyat', 'kecil', 'dikurangi', 'dibatasi', 'makin', 'diketati', 'atur', 'cox66ryylumj'];['beli', 'lpg', 'ke', 'pertamina', 'pakai', 'allcaps', 'ktp', 'allcaps', 'di', 'number', 'subsidi', 'gas', 'bbm', 'dll', 'unt', 'rakyat', 'kecil', 'dikurangi', 'dibatasi', 'makin', 'diketati', 'atur', 'cox66ryylumj'];['beli', 'lpg', 'pertamina', 'pakai', 'allcaps', 'ktp', 'allcaps', 'number', 'subsidi', 'gas', 'bbm', 'dll', 'unt', 'rakyat', 'dikurangi', 'dibatasi', 'diketati', 'atur', 'cox66ryylumj'];beli lpg pertamina pakai allcaps ktp allcaps number subsidi gas bbm dll unt rakyat dikurangi dibatasi diketati atur cox66ryylumj;beli lpg pertamina pakai allcaps ktp allcaps number subsidi gas bbm dll unt rakyat rang batas ketat atur cox66ryylumj
85;"RT @NephiLaxmus: Kendaraan listrik impor/parsial impor dikasih insentif pakai subsidi.
Petani padi di-disintensif pakai beras impor dan pupâ¦";0;rt user kendaraan listrik impor parsial impor dikasih insentif pakai subsidi petani padi di disintensif pakai beras impor dan pup;['rt', 'user', 'kendaraan', 'listrik', 'impor', 'parsial', 'impor', 'dikasih', 'insentif', 'pakai', 'subsidi', 'petani', 'padi', 'di', 'disintensif', 'pakai', 'beras', 'impor', 'dan', 'pup'];['rt', 'user', 'kendaraan', 'listrik', 'impor', 'parsial', 'impor', 'dikasih', 'insentif', 'pakai', 'subsidi', 'petani', 'padi', 'di', 'disintensif', 'pakai', 'beras', 'impor', 'dan', 'pup'];['rt', 'user', 'kendaraan', 'listrik', 'impor', 'parsial', 'impor', 'dikasih', 'insentif', 'pakai', 'subsidi', 'petani', 'padi', 'disintensif', 'pakai', 'beras', 'impor', 'pup'];rt user kendaraan listrik impor parsial impor dikasih insentif pakai subsidi petani padi disintensif pakai beras impor pup;rt user kendara listrik impor parsial impor kasih insentif pakai subsidi tani padi disintensif pakai beras impor pup
86;RT @CNNIndonesia: Tidak Semua Jenis Kendaraan Listrik Dapat Subsidi Tahun Depan https://t.co/NcqXxnemHv;1;rt user tidak semua jenis kendaraan listrik dapat subsidi tahun depan concqxxnemhv;['rt', 'user', 'tidak', 'semua', 'jenis', 'kendaraan', 'listrik', 'dapat', 'subsidi', 'tahun', 'depan', 'concqxxnemhv'];['rt', 'user', 'tidak', 'semua', 'jenis', 'kendaraan', 'listrik', 'dapat', 'subsidi', 'tahun', 'depan', 'concqxxnemhv'];['rt', 'user', 'jenis', 'kendaraan', 'listrik', 'subsidi', 'concqxxnemhv'];rt user jenis kendaraan listrik subsidi concqxxnemhv;rt user jenis kendara listrik subsidi concqxxnemhv
87;RT @Herri32407314: @OposisiCerdas Gaya2an mau subsidi kendaraan listrik. https://t.co/FFdONFXTTc;0;rt user user gaya2an mau subsidi kendaraan listrik coffdonfxttc;['rt', 'user', 'user', 'gaya2an', 'mau', 'subsidi', 'kendaraan', 'listrik', 'coffdonfxttc'];['rt', 'user', 'user', 'gaya2an', 'mau', 'subsidi', 'kendaraan', 'listrik', 'coffdonfxttc'];['rt', 'user', 'user', 'gaya2an', 'subsidi', 'kendaraan', 'listrik', 'coffdonfxttc'];rt user user gaya2an subsidi kendaraan listrik coffdonfxttc;rt user user gaya2an subsidi kendara listrik coffdonfxttc
88;"RT @AdalineDenaya: DEMI TINGKATKAN PENGGUNAAN KENDARAAN LISTRIK, 
PEMBELI AKAN DI BERIKAN SUBSIDI KHUSUS OLEH PEMERINTAH https://t.co/inCLlâ¦";1;rt user allcaps demi tingkatkan penggunaan kendaraan listrik allcaps allcaps pembeli akan di berikan subsidi khusus oleh pemerintah allcaps coincll;['rt', 'user', 'allcaps', 'demi', 'tingkatkan', 'penggunaan', 'kendaraan', 'listrik', 'allcaps', 'allcaps', 'pembeli', 'akan', 'di', 'berikan', 'subsidi', 'khusus', 'oleh', 'pemerintah', 'allcaps', 'coincll'];['rt', 'user', 'allcaps', 'demi', 'tingkatkan', 'penggunaan', 'kendaraan', 'listrik', 'allcaps', 'allcaps', 'pembeli', 'akan', 'di', 'berikan', 'subsidi', 'khusus', 'oleh', 'pemerintah', 'allcaps', 'coincll'];['rt', 'user', 'allcaps', 'tingkatkan', 'penggunaan', 'kendaraan', 'listrik', 'allcaps', 'allcaps', 'pembeli', 'subsidi', 'khusus', 'pemerintah', 'allcaps', 'coincll'];rt user allcaps tingkatkan penggunaan kendaraan listrik allcaps allcaps pembeli subsidi khusus pemerintah allcaps coincll;rt user allcaps tingkat guna kendara listrik allcaps allcaps beli subsidi khusus perintah allcaps coincll
89;Pemerintah Siapkan Subsidi Kendaraan Listrik Rp5 T Tahun Depan - CNN Indonesia https://t.co/PeKb9zyKqk;1;pemerintah siapkan subsidi kendaraan listrik rp5 tahun depan allcaps cnn allcaps indonesia copekb9zykqk;['pemerintah', 'siapkan', 'subsidi', 'kendaraan', 'listrik', 'rp5', 'tahun', 'depan', 'allcaps', 'cnn', 'allcaps', 'indonesia', 'copekb9zykqk'];['pemerintah', 'siapkan', 'subsidi', 'kendaraan', 'listrik', 'rp5', 'tahun', 'depan', 'allcaps', 'cnn', 'allcaps', 'indonesia', 'copekb9zykqk'];['pemerintah', 'siapkan', 'subsidi', 'kendaraan', 'listrik', 'rp5', 'allcaps', 'cnn', 'allcaps', 'indonesia', 'copekb9zykqk'];pemerintah siapkan subsidi kendaraan listrik rp5 allcaps cnn allcaps indonesia copekb9zykqk;perintah siap subsidi kendara listrik rp5 allcaps cnn allcaps indonesia copekb9zykqk
90;Ahmad Najib Qodratulloh Sebut Subsidi Kendaraan Listrik Tidak Perlu Dilakukan | https://t.co/i79x1kEyit;0;ahmad najib qodratulloh sebut subsidi kendaraan listrik tidak perlu dilakukan coi79x1keyit;['ahmad', 'najib', 'qodratulloh', 'sebut', 'subsidi', 'kendaraan', 'listrik', 'tidak', 'perlu', 'dilakukan', 'coi79x1keyit'];['ahmad', 'najib', 'qodratulloh', 'sebut', 'subsidi', 'kendaraan', 'listrik', 'tidak', 'perlu', 'dilakukan', 'coi79x1keyit'];['ahmad', 'najib', 'qodratulloh', 'subsidi', 'kendaraan', 'listrik', 'coi79x1keyit'];ahmad najib qodratulloh subsidi kendaraan listrik coi79x1keyit;ahmad najib qodratulloh subsidi kendara listrik coi79x1keyit
91;Jokowi Siapkan Rp5 Triliun untuk Subsidi Kendaraan Listrik, DPR: Uangnya dari mana https://t.co/MEoO7MYTUw;1;jokowi siapkan rp5 triliun untuk subsidi kendaraan listrik allcaps dpr allcaps uangnya dari mana comeoo7mytuw;['jokowi', 'siapkan', 'rp5', 'triliun', 'untuk', 'subsidi', 'kendaraan', 'listrik', 'allcaps', 'dpr', 'allcaps', 'uangnya', 'dari', 'mana', 'comeoo7mytuw'];['jokowi', 'siapkan', 'rp5', 'triliun', 'untuk', 'subsidi', 'kendaraan', 'listrik', 'allcaps', 'dpr', 'allcaps', 'uangnya', 'dari', 'mana', 'comeoo7mytuw'];['jokowi', 'siapkan', 'rp5', 'triliun', 'subsidi', 'kendaraan', 'listrik', 'allcaps', 'dpr', 'allcaps', 'uangnya', 'comeoo7mytuw'];jokowi siapkan rp5 triliun subsidi kendaraan listrik allcaps dpr allcaps uangnya comeoo7mytuw;jokowi siap rp5 triliun subsidi kendara listrik allcaps dpr allcaps uang comeoo7mytuw
92;Infografis Subsidi Kendaraan Listrik Tak Ada di APBN 2023 https://t.co/XsquQSS3Ml https://t.co/zDEoshBuWD;1;infografis subsidi kendaraan listrik tak ada di allcaps apbn allcaps number coxsquqss3ml cozdeoshbuwd;['infografis', 'subsidi', 'kendaraan', 'listrik', 'tak', 'ada', 'di', 'allcaps', 'apbn', 'allcaps', 'number', 'coxsquqss3ml', 'cozdeoshbuwd'];['infografis', 'subsidi', 'kendaraan', 'listrik', 'tak', 'ada', 'di', 'allcaps', 'apbn', 'allcaps', 'number', 'coxsquqss3ml', 'cozdeoshbuwd'];['infografis', 'subsidi', 'kendaraan', 'listrik', 'allcaps', 'apbn', 'allcaps', 'number', 'coxsquqss3ml', 'cozdeoshbuwd'];infografis subsidi kendaraan listrik allcaps apbn allcaps number coxsquqss3ml cozdeoshbuwd;infografis subsidi kendara listrik allcaps apbn allcaps number coxsquqss3ml cozdeoshbuwd
93;@giIangmahesa tinggal elektrifikasi semoga dpt subsidi kendaraan listrik pas beli keretanya ð;1;user tinggal elektrifikasi semoga dpt subsidi kendaraan listrik pas beli keretanya;['user', 'tinggal', 'elektrifikasi', 'semoga', 'dpt', 'subsidi', 'kendaraan', 'listrik', 'pas', 'beli', 'keretanya'];['user', 'tinggal', 'elektrifikasi', 'semoga', 'dapat ', 'subsidi', 'kendaraan', 'listrik', 'cocok', 'beli', 'keretanya'];['user', 'tinggal', 'elektrifikasi', 'semoga', 'dapat ', 'subsidi', 'kendaraan', 'listrik', 'cocok', 'beli', 'keretanya'];user tinggal elektrifikasi semoga dapat  subsidi kendaraan listrik cocok beli keretanya;user tinggal elektrifikasi moga dapat subsidi kendara listrik cocok beli kereta
94;Pemerintah Ingin Subsidi Kendaraan Listrik, Ekonom: Jangan Dipaksakan Jika Tak Ada Dana https://t.co/44NxQbPXrGâ¦ https://t.co/wNun15wJdm;0;pemerintah ingin subsidi kendaraan listrik ekonom jangan dipaksakan jika tak ada dana co44nxqbpxrg cownun15wjdm;['pemerintah', 'ingin', 'subsidi', 'kendaraan', 'listrik', 'ekonom', 'jangan', 'dipaksakan', 'jika', 'tak', 'ada', 'dana', 'co44nxqbpxrg', 'cownun15wjdm'];['pemerintah', 'ingin', 'subsidi', 'kendaraan', 'listrik', 'ekonom', 'jangan', 'dipaksakan', 'jika', 'tak', 'ada', 'dana', 'co44nxqbpxrg', 'cownun15wjdm'];['pemerintah', 'subsidi', 'kendaraan', 'listrik', 'ekonom', 'dipaksakan', 'dana', 'co44nxqbpxrg', 'cownun15wjdm'];pemerintah subsidi kendaraan listrik ekonom dipaksakan dana co44nxqbpxrg cownun15wjdm;perintah subsidi kendara listrik ekonom paksa dana co44nxqbpxrg cownun15wjdm
95;@ridwankamil Sejawa barat,atau sebandung raya.....kendaraan listrik nu puguh mah,akan semakin banyak...apalagi di sâ¦ https://t.co/qlFiq2AQMG;1;user sejawa barat atau sebandung raya repeated kendaraan listrik nu puguh mah akan semakin banyak repeated apalagi di coqlfiq2aqmg;['user', 'sejawa', 'barat', 'atau', 'sebandung', 'raya', 'repeated', 'kendaraan', 'listrik', 'nu', 'puguh', 'mah', 'akan', 'semakin', 'banyak', 'repeated', 'apalagi', 'di', 'coqlfiq2aqmg'];['user', 'sejawa', 'barat', 'atau', 'sebandung', 'raya', 'repeated', 'kendaraan', 'listrik', 'nu', 'puguh', 'mah', 'akan', 'semakin', 'banyak', 'repeated', 'apalagi', 'di', 'coqlfiq2aqmg'];['user', 'sejawa', 'barat', 'sebandung', 'raya', 'repeated', 'kendaraan', 'listrik', 'nu', 'puguh', 'mah', 'repeated', 'coqlfiq2aqmg'];user sejawa barat sebandung raya repeated kendaraan listrik nu puguh mah repeated coqlfiq2aqmg;user sejawa barat bandung raya repeated kendara listrik nu puguh mah repeated coqlfiq2aqmg
96;@detikcom Mending subsidi PLN saja. Kalo 400 rb. Lumayan banget. Ga penting kendaraan listrik sepanjang kendaraan yâ¦ https://t.co/MHKFWrdHMX;0;user mending subsidi allcaps pln allcaps saja kalo number rb lumayan banget ga penting kendaraan listrik sepanjang kendaraan comhkfwrdhmx;['user', 'mending', 'subsidi', 'allcaps', 'pln', 'allcaps', 'saja', 'kalo', 'number', 'rb', 'lumayan', 'banget', 'ga', 'penting', 'kendaraan', 'listrik', 'sepanjang', 'kendaraan', 'comhkfwrdhmx'];['user', 'baiknya', 'subsidi', 'allcaps', 'pln', 'allcaps', 'saja', 'kalau', 'number', 'ribu', 'lumayan', 'banget', 'tidak', 'penting', 'kendaraan', 'listrik', 'sepanjang', 'kendaraan', 'comhkfwrdhmx'];['user', 'baiknya', 'subsidi', 'allcaps', 'pln', 'allcaps', 'number', 'ribu', 'lumayan', 'banget', 'kendaraan', 'listrik', 'kendaraan', 'comhkfwrdhmx'];user baiknya subsidi allcaps pln allcaps number ribu lumayan banget kendaraan listrik kendaraan comhkfwrdhmx;user baik subsidi allcaps pln allcaps number ribu lumayan banget kendara listrik kendara comhkfwrdhmx
97;Subsidi Kendaraan Listrik Jadi Beban Keuangan Negara?  https://t.co/rqQMDQCuVJ;0;subsidi kendaraan listrik jadi beban keuangan negara corqqmdqcuvj;['subsidi', 'kendaraan', 'listrik', 'jadi', 'beban', 'keuangan', 'negara', 'corqqmdqcuvj'];['subsidi', 'kendaraan', 'listrik', 'jadi', 'beban', 'keuangan', 'negara', 'corqqmdqcuvj'];['subsidi', 'kendaraan', 'listrik', 'beban', 'keuangan', 'negara', 'corqqmdqcuvj'];subsidi kendaraan listrik beban keuangan negara corqqmdqcuvj;subsidi kendara listrik beban uang negara corqqmdqcuvj
98;"Pemerintah diminta mempertimbangkan secara matang-matang terkait pemberian subsidi kendaraan listrik.

Jangan dipakâ¦ https://t.co/u0npS8Gaze";0;pemerintah diminta mempertimbangkan secara matang matang terkait pemberian subsidi kendaraan listrik jangan dipak cou0nps8gaze;['pemerintah', 'diminta', 'mempertimbangkan', 'secara', 'matang', 'matang', 'terkait', 'pemberian', 'subsidi', 'kendaraan', 'listrik', 'jangan', 'dipak', 'cou0nps8gaze'];['pemerintah', 'diminta', 'mempertimbangkan', 'secara', 'matang', 'matang', 'terkait', 'pemberian', 'subsidi', 'kendaraan', 'listrik', 'jangan', 'dipak', 'cou0nps8gaze'];['pemerintah', 'mempertimbangkan', 'matang', 'matang', 'terkait', 'pemberian', 'subsidi', 'kendaraan', 'listrik', 'dipak', 'cou0nps8gaze'];pemerintah mempertimbangkan matang matang terkait pemberian subsidi kendaraan listrik dipak cou0nps8gaze;perintah timbang matang matang kait beri subsidi kendara listrik dipak cou0nps8gaze
99;Kapan nih pemerintah subsidi kendaraan listrik.;1;kapan nih pemerintah subsidi kendaraan listrik;['kapan', 'nih', 'pemerintah', 'subsidi', 'kendaraan', 'listrik'];['kapan', 'ini', 'pemerintah', 'subsidi', 'kendaraan', 'listrik'];['pemerintah', 'subsidi', 'kendaraan', 'listrik'];pemerintah subsidi kendaraan listrik;perintah subsidi kendara listrik
100;@merdekadotcom Ini keluar dari mulut pejabat yg kroninya sedang manggarap proyek besar subsidi kendaraan listrik;0;user ini keluar dari mulut pejabat yg kroninya sedang manggarap proyek besar subsidi kendaraan listrik;['user', 'ini', 'keluar', 'dari', 'mulut', 'pejabat', 'yg', 'kroninya', 'sedang', 'manggarap', 'proyek', 'besar', 'subsidi', 'kendaraan', 'listrik'];['user', 'ini', 'keluar', 'dari', 'mulut', 'pejabat', 'yang', 'kroninya', 'sedang', 'manggarap', 'proyek', 'besar', 'subsidi', 'kendaraan', 'listrik'];['user', 'mulut', 'pejabat', 'kroninya', 'manggarap', 'proyek', 'subsidi', 'kendaraan', 'listrik'];user mulut pejabat kroninya manggarap proyek subsidi kendaraan listrik;user mulut jabat kroni manggarap proyek subsidi kendara listrik
101;@tempodotco Subsidi kendaraan listrik yg tidak menguasai hajat hidup org banyak??;0;user subsidi kendaraan listrik yg tidak menguasai hajat hidup org banyak repeated;['user', 'subsidi', 'kendaraan', 'listrik', 'yg', 'tidak', 'menguasai', 'hajat', 'hidup', 'org', 'banyak', 'repeated'];['user', 'subsidi', 'kendaraan', 'listrik', 'yang', 'tidak', 'menguasai', 'hajat', 'hidup', 'orang', 'banyak', 'repeated'];['user', 'subsidi', 'kendaraan', 'listrik', 'menguasai', 'hajat', 'hidup', 'orang', 'repeated'];user subsidi kendaraan listrik menguasai hajat hidup orang repeated;user subsidi kendara listrik kuasa hajat hidup orang repeated
102;"@tempodotco Subsidi ORANG KAYA..
mana mungkin si miskin bisa beli kendaraan listrikð¤ª";0;user subsidi allcaps orang kaya allcaps repeated mana mungkin si miskin bisa beli kendaraan listrik;['user', 'subsidi', 'allcaps', 'orang', 'kaya', 'allcaps', 'repeated', 'mana', 'mungkin', 'si', 'miskin', 'bisa', 'beli', 'kendaraan', 'listrik'];['user', 'subsidi', 'allcaps', 'orang', 'kaya', 'allcaps', 'repeated', 'mana', 'mungkin', 'sih', 'miskin', 'bisa', 'beli', 'kendaraan', 'listrik'];['user', 'subsidi', 'allcaps', 'orang', 'kaya', 'allcaps', 'repeated', 'sih', 'miskin', 'beli', 'kendaraan', 'listrik'];user subsidi allcaps orang kaya allcaps repeated sih miskin beli kendaraan listrik;user subsidi allcaps orang kaya allcaps repeated sih miskin beli kendara listrik
103;Subsidi kendaraan listrik yg lebih baik ðð» @jokowi https://t.co/OowcGXX3FE;1;subsidi kendaraan listrik yg lebih baik user cooowcgxx3fe;['subsidi', 'kendaraan', 'listrik', 'yg', 'lebih', 'baik', 'user', 'cooowcgxx3fe'];['subsidi', 'kendaraan', 'listrik', 'yang', 'lebih', 'baik', 'user', 'cooowcgxx3fe'];['subsidi', 'kendaraan', 'listrik', 'user', 'cooowcgxx3fe'];subsidi kendaraan listrik user cooowcgxx3fe;subsidi kendara listrik user cooowcgxx3fe
104;Logikanya yg mampu beli mobil listrik yg harganya ratusan jeti itu rang kaya apa rang miskin? Klo dapat subsidi berâ¦ https://t.co/YwE93FK7NJ;0;logikanya yg mampu beli mobil listrik yg harganya ratusan jeti itu rang kaya apa rang miskin klo dapat subsidi ber coywe93fk7nj;['logikanya', 'yg', 'mampu', 'beli', 'mobil', 'listrik', 'yg', 'harganya', 'ratusan', 'jeti', 'itu', 'rang', 'kaya', 'apa', 'rang', 'miskin', 'klo', 'dapat', 'subsidi', 'ber', 'coywe93fk7nj'];['logikanya', 'yang', 'mampu', 'beli', 'mobil', 'listrik', 'yang', 'harganya', 'ratusan', 'jeti', 'itu', 'rang', 'kaya', 'apa', 'rang', 'miskin', 'kalau', 'dapat', 'subsidi', 'ber', 'coywe93fk7nj'];['logikanya', 'beli', 'mobil', 'listrik', 'harganya', 'ratusan', 'jeti', 'rang', 'kaya', 'rang', 'miskin', 'subsidi', 'ber', 'coywe93fk7nj'];logikanya beli mobil listrik harganya ratusan jeti rang kaya rang miskin subsidi ber coywe93fk7nj;logika beli mobil listrik harga ratus jet rang kaya rang miskin subsidi ber coywe93fk7nj
105;"RT @beritaKBR: Pemerintah berencana berikan subsidi pembelian kendaraan listrik.

Namun rencana ini mdpt kritik dari sejumlah pihak. Kebijaâ¦";1;rt user pemerintah berencana berikan subsidi pembelian kendaraan listrik namun rencana ini mdpt kritik dari sejumlah pihak kebija;['rt', 'user', 'pemerintah', 'berencana', 'berikan', 'subsidi', 'pembelian', 'kendaraan', 'listrik', 'namun', 'rencana', 'ini', 'mdpt', 'kritik', 'dari', 'sejumlah', 'pihak', 'kebija'];['rt', 'user', 'pemerintah', 'berencana', 'berikan', 'subsidi', 'pembelian', 'kendaraan', 'listrik', 'namun', 'rencana', 'ini', 'mdpt', 'kritik', 'dari', 'sejumlah', 'pihak', 'kebija'];['rt', 'user', 'pemerintah', 'berencana', 'subsidi', 'pembelian', 'kendaraan', 'listrik', 'rencana', 'mdpt', 'kritik', 'kebija'];rt user pemerintah berencana subsidi pembelian kendaraan listrik rencana mdpt kritik kebija;rt user perintah rencana subsidi beli kendara listrik rencana mdpt kritik kebija
106;Tidak Semua Jenis Kendaraan Listrik Dapat Subsidi Tahun Depan https://t.co/NcqXxnemHv;1;tidak semua jenis kendaraan listrik dapat subsidi tahun depan concqxxnemhv;['tidak', 'semua', 'jenis', 'kendaraan', 'listrik', 'dapat', 'subsidi', 'tahun', 'depan', 'concqxxnemhv'];['tidak', 'semua', 'jenis', 'kendaraan', 'listrik', 'dapat', 'subsidi', 'tahun', 'depan', 'concqxxnemhv'];['jenis', 'kendaraan', 'listrik', 'subsidi', 'concqxxnemhv'];jenis kendaraan listrik subsidi concqxxnemhv;jenis kendara listrik subsidi concqxxnemhv
